geneID	SP1	GMEB1	ETV3	YY1	ETS1	ZBTB33	NRF1	USF2	STAT1::STAT2	ATF1	IRF1	ZFX	HSF1	ELF1	RUNX2	BACH1::MAFK	ZNF143	SREBF1	MAFF	FOS::JUN	RUNX1	FOXP1	GABPA	GATA3	KLF5	SREBF2	NFKB1	SRF	NR3C1	MTF1	EWSR1::FLI1	BCL6	RXRA	STAT6	ZEB1	JUN	NFATC2	GFI1	RFX1	SP4	POU2F2	USF1	ZNF354C	REST	CTCF	THAP1	ZBTB7B	ARID5A	TBP	FOXK1	AHR::ARNT	BSX	CEBPZ	CREB3	DBX2	DMRT3	EBF1	EPAS1	FOXO4	FUBP1	GSX1	HLTF	HMBOX1	HMGA1	HMX2	HOXA2	HOXA3	HOXD10	HOXD9	IKZF1	IRF3	IRF6	LHX9	MAFK	MEOX2	MITF	MYC	NFIX	NFYB	NKX2-5	NR1I2	OSR2	OVOL1	PLAG1	POU2F1	PPARA	RHOXF1	SOX10	SOX13	SOX15	SPIB	TBX19	TBX2	Peak_Counts	Peak_Length	Expression
ENSMUSG00000015053	1.00274111417	1.00136034685	1.000000984	1.00000000014	1.00000340325	1.00000094067	1.00001060578	1.00000000097	1.000000145	1.00000426999	1.00000000006	1.00001950646	1.00000000014	1.00000000043	1.00002202476	1.00000526393	1.0	1.00000286428	1.00000009397	1.00174649929	1.00006653914	1.00000000073	1.00000059506	1.00000000464	1.00031871918	1.00001371676	1.0	1.0	1.0	1.00000000016	1.0	1.00000000883	1.0	1.00000006837	1.0000000707	1.00000000045	1.00695768254	1.00005641506	1.00000008863	1.00000004126	1.000000001	1.0000003332	1.01858917031	1.0	1.00000000014	1.00531704617	1.0000329261	1.00003521293	1.00000046417	1.00000000148	1.00061119381	1.00002233093	1.00000149515	1.00000002577	1.00000494392	1.00000090573	1.00000000006	1.00151795752	1.00000579071	1.00014923627	1.00063134988	1.03511280198	1.0000645263	1.00110948477	1.00000000452	1.00002660607	1.0182076923	1.00005539647	1.00000672862	1.01947166956	1.00000083437	1.00000353046	1.00003258279	1.00002401067	1.00004435034	1.00025797974	1.00000000001	1.00623722398	1.0000000042	1.0025974622	1.00115904283	1.00005324371	1.00188250376	1.00000244227	1.00000141854	1.00000607471	1.02660397186	1.00305359675	1.00000262612	1.00161554913	1.00044966902	1.0	1.00000706868	13.5949527526	296.740534297	6.9767932181
ENSMUSG00000033032	1.00315961202	1.00404079001	1.00000073368	1.00000000009	1.00001966526	1.00000000067	1.00001485973	1.00000000493	1.00000000004	1.00000022097	1.0	1.00006021521	1.0	1.00000000001	1.00000000189	1.00000000873	1.0	1.00000094664	1.00000000003	1.00014073314	1.00000509324	1.0	1.0000001282	1.0	1.00192232725	1.00000054061	1.0	1.0	1.00000000001	1.00000000003	1.0	1.00000000045	1.0	1.0	1.00000007218	1.0	1.0000678911	1.00005783534	1.0	1.00000011361	1.0	1.00000000073	1.00151623918	1.0	1.0	1.00049016241	1.00000134689	1.00000516805	1.00000000625	1.00000000001	1.00112065514	1.0000000022	1.00000125225	1.00000000023	1.00000049895	1.00000000488	1.00000000019	1.00018970112	1.00000000454	1.0000026824	1.00001642549	1.00101183724	1.00000097818	1.00003156045	1.00000000001	1.00000201938	1.00191870725	1.00000000062	1.00000002625	1.00608141865	1.00000001725	1.00000000979	1.00000009639	1.0	1.00000088735	1.00072023023	1.00000032982	1.00212458601	1.0	1.0000867233	1.00000086196	1.00000141383	1.00016384073	1.00000129867	1.00000000001	1.00001824556	1.00000004804	1.00036177192	1.0000000106	1.00038932754	1.0000944231	1.0	1.00000079289	7.8413484866	166.578262823	7.0135560543
ENSMUSG00000022309	1.00000000042	1.00000045707	1.00000017284	1.0	1.00000003985	1.00000000002	1.00000000039	1.00000001222	1.00000000085	1.00000003296	1.0	1.0000000144	1.0	1.00000000044	1.00000063469	1.02475832289	1.0	1.00000064326	1.00039388768	1.00603108875	1.00000107841	1.00000000008	1.00000062713	1.0	1.00000000006	1.00000086538	1.0	1.0	1.0	1.0	1.0	1.0000092466	1.0	1.00000000436	1.00000000009	1.0	1.00036685823	1.00003656166	1.0	1.0	1.00000000001	1.00000000256	1.00190455045	1.00000000005	1.00000000086	1.00004588261	1.0	1.00000004519	1.00000001478	1.00000000086	1.00090698841	1.00000000879	1.00000340264	1.00000000084	1.00000060479	1.00000007333	1.0	1.00001502968	1.00002078486	1.00000324477	1.00006640473	1.03420902377	1.00004286047	1.00003288104	1.00000000011	1.00001090457	1.00190540249	1.00000000977	1.00003770372	1.00000718095	1.00000000292	1.00000000964	1.00000218843	1.00024600869	1.0000443913	1.00058333033	1.00000000002	1.00014402562	1.0000000011	1.00020208121	1.000000266	1.00000032507	1.00013034167	1.00000000008	1.00000003114	1.00000004419	1.0001485795	1.00676222181	1.00000768863	1.00352068134	1.00003556789	1.0	1.00005150992	5.9247068498	99.8148379697	3.763990747
ENSMUSG00000031264	1.0	1.0000336133	1.00000009203	1.00000000107	1.00000000167	1.00000000003	1.00000000003	1.00000000001	1.00000000003	1.00000030537	1.00000000004	1.00000000069	1.0	1.00000000003	1.00000324127	1.00600654601	1.0	1.00001095693	1.00000224979	1.00595136851	1.00002658235	1.00000000105	1.00000000116	1.00000001533	1.00000000017	1.00001936483	1.0	1.00000000001	1.0	1.0	1.0	1.00000008155	1.0	1.00000000021	1.00000001433	1.0	1.00019466378	1.00025732781	1.00000000001	1.0	1.00000000003	1.00000000008	1.00413877557	1.0	1.00000000003	1.00039023334	1.00000002757	1.00001116688	1.00107662372	1.0000000655	1.00004247002	1.00006844988	1.00052873428	1.0000000031	1.00002589928	1.00000018493	1.00000000037	1.00015311987	1.0000061333	1.00000617546	1.00038148943	1.01194592059	1.00006815549	1.00042132869	1.00000000368	1.00010836887	1.00630401638	1.00001633466	1.00001875622	1.00184557793	1.00000002628	1.00001993581	1.00003802283	1.00000822684	1.00028115705	1.00000108689	1.0	1.00007010259	1.00000001722	1.00044784869	1.0000029545	1.00007326833	1.00260670595	1.00000004012	1.00000001796	1.00000035204	1.00900722618	1.00038486738	1.00000126327	1.00028688638	1.00015003509	1.0	1.00000113518	9.52364943877	220.06723197	3.5575992368
ENSMUSG00000047592	1.0	1.00000050864	1.0000001955	1.00000000001	1.00000000535	1.0	1.0	1.0	1.0	1.00000004394	1.0	1.00000000001	1.0	1.0	1.0000683828	1.0	1.0	1.00000021908	1.0	1.00207479111	1.00011489344	1.00000000153	1.0000000126	1.0	1.00000000001	1.00000122021	1.0	1.0	1.0	1.0	1.0	1.00000001597	1.0	1.00000000639	1.00000000013	1.0	1.0000471164	1.00014978979	1.00000000198	1.0	1.00000000075	1.0	1.00003325977	1.0	1.0	1.00001527376	1.0	1.00031822381	1.00000248353	1.00000114765	1.0000083057	1.00139415745	1.00000008984	1.00000000002	1.00000197496	1.00003434284	1.0	1.00000648271	1.00038529736	1.00000504108	1.00057032382	1.00088529939	1.00000086298	1.00115564702	1.00000000023	1.00012403136	1.00325660878	1.00000189092	1.00000252883	1.000154682	1.0000000007	1.0000019515	1.00000154378	1.0	1.00003470811	1.00000091035	1.00000000002	1.00019699963	1.0	1.00044169609	1.00000324588	1.00000022576	1.001165115	1.0	1.00000009067	1.00000000091	1.00000863934	1.00037336982	1.0000365027	1.00023610223	1.00305540989	1.0	1.00003663829	5.31109406252	90.9696997363	3.2915446232
ENSMUSG00000046295	1.0	0.999996240242	0.999999996778	0.999999727256	0.999999998248	1.0	1.0	1.0	1.0	0.999999972068	1.0	0.999999999834	1.0	1.0	0.999999999895	0.999999999999	1.0	0.999999991116	0.999999998776	0.999985186558	0.99999999597	0.999999999999	1.0	1.0	1.0	0.99999998467	1.0	1.0	1.0	1.0	1.0	0.999999999656	1.0	1.0	0.999999999999	1.0	0.99998559293	0.999998152513	1.0	1.0	0.999999999998	1.0	0.999812499224	1.0	1.0	0.99997053903	0.999999999995	0.999968094918	0.999999999752	0.999999999964	0.999905784792	0.999999995163	0.999999051422	0.999999999999	0.999999484642	0.99999202642	1.0	0.999991423739	0.999999996627	0.999999813545	0.999992445808	0.998987694249	0.99999997031	0.999993927603	0.999999993479	0.999999841223	0.999001823865	0.999999991527	0.999999798148	0.999998708564	0.999999999906	0.999999943143	0.999999166543	0.999999999997	0.999957115416	0.99999977622	1.0	0.997664961734	0.999999999583	0.999940504872	0.999999993347	0.999998909235	0.999943939458	0.999999999971	0.999999965675	0.999999998994	0.998905029359	0.999808975629	0.999999875926	0.999736241825	0.999998913082	1.0	0.999999045376	0.255314814662	0.015085603492	5.860039098
ENSMUSG00000024677	0.999299804881	0.999969005057	0.999999425343	0.999999991657	0.999999752763	0.999999460442	1.0	0.999999999997	0.999999998086	0.999998663888	0.999999999729	0.999999886842	1.0	0.999999999997	0.999976086256	0.999999991334	1.0	0.999997915117	0.999999897338	0.997350605832	0.997598099449	0.999994108375	0.99999995089	0.999999692052	0.998479579256	0.999997755886	1.0	1.0	0.999999999469	0.99999999998	1.0	0.999999944924	1.0	0.99999999598	0.999999956088	0.999999999894	0.998784661057	0.999820465999	0.99999999945	0.999999999959	0.999323288012	0.999999999978	0.996540364113	1.0	0.999999999997	0.999505325567	0.999999998571	0.999876143116	0.99999177812	0.999999996329	0.999718086709	0.999812945447	0.999990077569	0.999999999089	0.999975393707	0.99643560109	0.999999999997	0.999755537381	0.999904162285	0.99830887306	0.998864639445	0.876059837725	0.999961931257	0.99302809018	0.999999935921	0.99975645365	0.983387125165	0.999829493413	0.999903961864	0.991467470511	0.999814195058	0.999997958568	0.999290494893	0.999998789334	0.997849466967	0.999970570462	0.999999999977	0.992147354345	0.999999998375	0.990968772296	0.999017829972	0.983320874483	0.98778644819	0.999999877603	0.999896816904	0.999943277306	0.986911012626	0.982710739264	0.999955422853	0.987919456899	0.996660551463	1.0	0.999978603386	0.0423594308668	0.00210912279038	-5.2839747456
ENSMUSG00000087141	0.999995132459	0.998665228848	0.999989222154	0.999999890052	0.999976583123	0.999999979134	0.99998221855	0.999887318312	0.999999999658	0.999687203022	0.999999999673	0.999999788823	0.999999999928	0.999999998642	0.999875643745	0.999999999006	1.0	0.999915225362	0.999999999462	0.997213378565	0.999773721567	0.999999983548	0.999997756993	0.999567537275	0.999821311324	0.999806023767	1.0	1.0	1.0	0.999999956021	1.0	0.999986535843	1.0	0.999999810069	0.999999851197	0.999999835091	0.999550180972	0.999884225241	0.999999987299	1.0	0.999597663525	0.99999998824	0.985546035502	1.0	0.999999999947	0.998833375572	0.99999999825	0.998809119878	0.999616352046	0.999999821813	0.99963132489	0.997506633139	0.999971738833	0.99999880846	0.999319631088	0.999998677658	0.999999766851	0.998102120404	0.999861164047	0.999802802106	0.995301756944	0.851439534391	0.99992267988	0.985992513821	0.999999191271	0.996362708936	0.978747058087	0.999514159561	0.999740056655	0.997213928695	0.999999944132	0.999998985109	0.998100120858	0.999999999876	0.99441221261	0.999064351283	0.966815524277	0.996172932005	0.999999985817	0.995750614942	0.999805297647	0.999326035802	0.995396772999	0.999999768983	0.996643936588	0.999980216365	0.981026337757	0.996868616177	0.999990179405	0.996157536347	0.999435233516	0.999999999987	0.999091463212	0.0592313745967	0.00276242767629	-3.4655189349
ENSMUSG00000059325	0.999999999936	0.976522538596	0.999999926385	0.999999999994	0.99999995937	0.999999999944	0.999999997735	1.0	0.999999999984	0.999961280725	1.0	0.999999929747	0.999999999987	0.999999999758	0.999999997636	0.999999999949	1.0	0.99999870684	0.999999999999	0.999924896035	0.999988545214	0.999999997319	0.999999998094	0.999999979821	0.999999999855	0.999999701101	1.0	0.99999989884	1.0	0.999999999995	1.0	0.999999852912	1.0	0.999999999845	0.999999991533	0.99999999998	0.998559990141	0.999975110098	0.999999732678	1.0	0.999999999987	1.0	0.99953761912	1.0	1.0	0.999581828425	0.999999999991	0.999995841313	0.999280603344	0.999999998575	0.998822675432	0.999609298131	0.999997659916	0.999999999999	0.999979192824	0.999999926377	0.999999981385	0.999978137809	0.999999742694	0.999997581085	0.998301678498	0.971996050273	0.999989017183	0.998647522678	0.99999918094	0.999898825397	0.988641331235	0.999795272798	0.999991050631	0.996599012092	0.999999984647	0.999999736837	0.999977366384	0.999999373004	0.999868863719	0.999994759127	0.999999999999	0.99982849255	1.0	0.998931241758	0.999968783187	0.999999950502	0.999399215134	0.999994817585	0.999999602567	0.999984776294	0.999052252784	0.999726852752	0.999999960893	0.999413740171	0.999808778681	1.0	0.999999849848	0.103038367043	0.00518057206801	-3.9062007573
ENSMUSG00000046908	1.00017566789	1.00070588311	1.00000267305	1.00000000064	1.00000000047	1.00000000689	1.00002432107	1.00000000002	1.00000000001	1.00000346375	1.00000000001	1.00001932972	1.0000000009	1.0	1.0000275047	1.00000000095	1.0	1.00000002306	1.00000000056	1.00003877836	1.0002355118	1.00000001728	1.00000000973	1.00000003614	1.00000011742	1.00000011478	1.0	1.0	1.0	1.00000000005	1.0	1.0000000114	1.0	1.00000000009	1.00007773835	1.0	1.00014503297	1.0000663906	1.00000004443	1.0	1.0000000011	1.0	1.00096199168	1.0	1.00000001126	1.0013087788	1.00000002698	1.00055528057	1.00005302092	1.00000000119	1.00458934403	1.00001271368	1.00000011263	1.00000000013	1.00000119643	1.000000016	1.00027597276	1.00042003457	1.00000150508	1.00013000393	1.00010035128	1.00924375955	1.0000002621	1.00017839737	1.00000000769	1.00000251069	1.01034923669	1.00000304259	1.00003535832	1.00184978347	1.00000026428	1.00000020189	1.00000823816	1.0	1.00001349237	1.00025147527	1.00000001277	1.00690101433	1.00000000009	1.00026865568	1.00003314682	1.00000035316	1.0039455862	1.00000052298	1.00000000672	1.00000091936	1.00100115671	1.00182336903	1.00000027486	1.00114867939	1.00009679662	1.0	1.00022239656	7.39739942987	148.848118893	7.0444236287
