geneID	SP1	GMEB1	ETV3	YY1	ETS1	ZBTB33	NRF1	USF2	STAT1::STAT2	ATF1	IRF1	ZFX	HSF1	ELF1	RUNX2	BACH1::MAFK	ZNF143	SREBF1	MAFF	FOS::JUN	RUNX1	FOXP1	GABPA	GATA3	KLF5	SREBF2	NFKB1	SRF	NR3C1	MTF1	EWSR1::FLI1	BCL6	RXRA	STAT6	ZEB1	JUN	NFATC2	GFI1	RFX1	SP4	POU2F2	USF1	ZNF354C	REST	CTCF	THAP1	ZBTB7B	ARID5A	TBP	FOXK1	AHR::ARNT	BSX	CEBPZ	CREB3	DBX2	DMRT3	EBF1	EPAS1	FOXO4	FUBP1	GSX1	HLTF	HMBOX1	HMGA1	HMX2	HOXA2	HOXA3	HOXD10	HOXD9	IKZF1	IRF3	IRF6	LHX9	MAFK	MEOX2	MITF	MYC	NFIX	NFYB	NKX2-5	NR1I2	OSR2	OVOL1	PLAG1	POU2F1	PPARA	RHOXF1	SOX10	SOX13	SOX15	SPIB	TBX19	TBX2	Peak_Counts	Peak_Length
ENSMUSG00000037972	0.999999998913	0.994382580593	0.999999562519	0.999999999994	0.999993984861	0.99999999791	0.999999984463	0.999999999796	0.999999999993	0.999999908433	0.999999999979	0.999999979141	0.999999999995	0.999999999997	0.99996515787	0.999999999654	1.0	0.999999929229	0.999981116522	0.999810167399	0.999670281636	0.999999988967	0.999999990922	0.999999946601	0.999999999489	0.999999896056	1.0	1.0	0.999999998972	0.999999999974	1.0	0.999999966017	1.0	0.999999999994	0.999999997208	1.0	0.999885042685	0.999990270733	0.999999999997	1.0	0.999999999745	0.999999999997	0.99868981925	1.0	0.99999999999	0.999625674833	0.999999999818	0.999999478949	0.999972807514	0.999999998928	0.999849567148	0.993781531744	0.999998759867	0.999999999997	0.99932478234	0.999970668806	0.999999999771	0.999837355731	0.999999963524	0.999995905772	0.995797478438	0.990504657356	0.999981197765	0.999563052148	0.999969561405	0.997450731031	0.987881141724	0.999999767505	0.999984319926	0.998839910759	0.999999992422	0.999999995974	0.993865368324	0.999973223058	0.997492474267	0.9999753339	0.99999999984	0.99915399377	0.999999999621	0.998807928615	0.999992984241	0.999997260308	0.997160674758	0.999997510093	0.999999918508	0.99999976437	0.999968806948	0.991035399822	0.999999158518	0.990450384697	0.998654023504	1.0	0.999994577564	0.154616582909	0.00720915593402
ENSMUSG00000002010	0.999992102376	0.999959089569	0.999998567294	0.999999999881	0.999999838933	0.999999999735	0.999999999994	0.999981070513	0.999999999999	0.999999806449	1.0	0.999995395779	1.0	0.999999999976	0.999988652394	0.999999940876	1.0	0.999999722812	0.999999835776	0.999806415247	0.999426125704	0.999999974145	0.999998071774	0.999999999999	0.999337493069	0.999999597059	1.0	1.0	1.0	0.999999999905	1.0	0.999999830967	1.0	0.999999999946	0.999999793021	0.999999999923	0.999853796507	0.999958404147	0.99999999989	1.0	0.999999999985	0.99999724373	0.994719858377	1.0	0.999999999965	0.997838465235	0.999999999933	0.999992669134	0.999999032832	0.999999999702	0.999836344057	0.999991668371	0.999996353795	0.99999995332	0.999729925928	0.999999411002	0.999999996212	0.996742686512	0.999867523774	0.99998011232	0.999246853436	0.947538468774	0.999997768977	0.999585422747	0.999999992889	0.99975874607	0.993683873785	0.999999055953	0.99998963692	0.999403738287	0.999999989887	0.999999825534	0.999969180174	0.999999995322	0.999894977015	0.999807022175	0.987103463889	0.997828317065	0.999999997274	0.998612903764	0.999996133995	0.999999699287	0.999588445941	0.999999995423	0.999999898455	0.999999955675	0.998736059539	0.998094321312	0.999991818793	0.998042707456	0.999911808813	0.99999999998	0.999995757016	0.493239222838	0.0381792056483
ENSMUSG00000028185	1.00000173492	1.00003633003	1.0000009926	1.00000007337	1.00000848712	1.00000000288	1.00000000006	1.0	1.00000000894	1.00000018182	1.00000001874	1.00000000045	1.0	1.00000000014	1.00000009576	1.00000000001	1.0	1.0000001693	1.00000151684	1.00024478149	1.00000004819	1.00000145154	1.00000030987	1.00000012054	1.00000001024	1.00000414081	1.0	1.0	1.0	1.0	1.0	1.00000038213	1.0	1.0000031453	1.00000000396	1.00000246668	1.01051827903	1.00058907253	1.00000000009	1.0	1.0000000012	1.00000000001	1.00082276191	1.0	1.00000001365	1.00058871501	1.0000000001	1.00008350261	1.00003519249	1.00000001912	1.00009012469	1.00011572118	1.00000424224	1.0	1.00001599314	1.00000047003	1.0	1.00001524677	1.00000432567	1.0000128804	1.00070640819	1.01403761682	1.00000133718	1.00199723996	1.00000007011	1.00005896795	1.00670183103	1.00000560664	1.00007444473	1.00028222662	1.00005109156	1.00000443039	1.00056002687	1.00000775336	1.00081786254	1.00003741005	1.00002041323	1.00387813313	1.00000000007	1.00093638538	1.00000866341	1.00000052598	1.00271654348	1.00000010667	1.00000926855	1.00000008336	1.00385885892	1.00173348366	1.00000182778	1.00175776049	1.00740619222	1.0	1.00000746455	2.31505512454	32.9376850319
ENSMUSG00000028186	1.00000173492	1.00003633003	1.0000009926	1.00000007337	1.00000848712	1.00000000288	1.00000000006	1.0	1.00000000894	1.00000018182	1.00000001874	1.00000000045	1.0	1.00000000014	1.00000009576	1.00000000001	1.0	1.0000001693	1.00000151684	1.00024478149	1.00000004819	1.00000145154	1.00000030987	1.00000012054	1.00000001024	1.00000414081	1.0	1.0	1.0	1.0	1.0	1.00000038213	1.0	1.0000031453	1.00000000396	1.00000246668	1.01051827903	1.00058907253	1.00000000009	1.0	1.0000000012	1.00000000001	1.00082276191	1.0	1.00000001365	1.00058871501	1.0000000001	1.00008350261	1.00003519249	1.00000001912	1.00009012469	1.00011572118	1.00000424224	1.0	1.00001599314	1.00000047003	1.0	1.00001524677	1.00000432567	1.0000128804	1.00070640819	1.01403761682	1.00000133718	1.00199723996	1.00000007011	1.00005896795	1.00670183103	1.00000560664	1.00007444473	1.00028222662	1.00005109156	1.00000443039	1.00056002687	1.00000775336	1.00081786254	1.00003741005	1.00002041323	1.00387813313	1.00000000007	1.00093638538	1.00000866341	1.00000052598	1.00271654348	1.00000010667	1.00000926855	1.00000008336	1.00385885892	1.00173348366	1.00000182778	1.00175776049	1.00740619222	1.0	1.00000746455	2.19826968201	30.1014110156
ENSMUSG00000092586	1.00000000003	1.00002569588	1.00000003038	1.0	1.00000000289	1.0	1.0	1.0	1.0	1.00000014168	1.0	1.00000016058	1.0	1.00000000234	1.00002301097	1.00000000017	1.0	1.00000438043	1.0	1.00004504234	1.00013998742	1.00000000011	1.00000001123	1.0	1.00000000102	1.00000151037	1.0	1.0	1.0	1.0	1.0	1.00000054832	1.0	1.00000811015	1.00012036545	1.0000000001	1.00020845425	1.00001242432	1.00000003082	1.0	1.0	1.0	1.00145672381	1.0	1.0	1.00001846266	1.00000000002	1.00000005007	1.00000124714	1.00000000112	1.00009579364	1.00000614193	1.00000001634	1.00000000045	1.000000022	1.00033924767	1.00000511211	1.00000801889	1.00000008906	1.00000409893	1.00010648903	1.00065613332	1.0000003999	1.00000141234	1.00000000015	1.00000097239	1.00071954935	1.00000004329	1.00000003942	1.00051050909	1.00000000004	1.00000538473	1.00000001822	1.0	1.00000071975	1.00000127315	1.0	1.00001151676	1.0	1.00007717881	1.00000001933	1.00000000038	1.00157350964	1.00000000459	1.00000000001	1.00000002629	1.00000006155	1.001098685	1.00000006032	1.00109081845	1.00011609849	1.0	1.00021931244	1.24529192857	6.47363639397
ENSMUSG00000046027	0.999999998668	0.999990519953	0.999999999981	1.0	0.999999998553	1.0	1.0	1.0	0.999999999842	0.999999765907	1.0	0.999999999729	1.0	1.0	0.999999999992	0.999999999558	1.0	0.99999987573	1.0	0.999976697358	0.999999994276	0.999999999985	0.999999999838	0.999999999998	0.999974053588	0.999999887815	1.0	1.0	1.0	1.0	1.0	0.999999999549	1.0	0.999999999999	1.0	1.0	0.999885582833	0.999922847937	1.0	1.0	1.0	1.0	0.999201611368	1.0	1.0	0.999952662955	0.99999999999	0.999999980396	0.999999999535	0.999999999463	0.994565852375	0.999999999991	0.999999926656	1.0	0.99999999811	0.999999999977	1.0	0.999997775501	0.999999999932	0.999999933832	0.999996680696	0.999664842152	0.999999940295	0.999997128039	0.999999999998	0.999999778473	0.999659940241	0.999999980816	0.999999995215	0.999753895588	0.999999999846	0.999999998454	0.999999987366	1.0	0.999997246485	0.999985097062	1.0	0.99985169099	1.0	0.99997825293	0.999999703923	0.999999999855	0.99994814015	0.999999999809	0.999999999968	0.999998997236	0.999937088995	0.999961225333	0.999999977517	0.999898630882	0.999886715282	1.0	0.999999966157	0.257453118471	0.0162611321085
ENSMUSG00000043505	0.999989348016	0.999230450197	0.999995748482	0.99999999968	0.999997174097	0.999999999769	0.999999908554	0.999999926904	0.999999988451	0.999999865803	0.999999971217	0.99999995033	0.999999999998	0.999999999971	0.999951767116	0.999999999181	1.0	0.999980185629	0.99999967838	0.997847551792	0.998714646821	0.99999140807	0.99999967936	0.999999816669	0.999592969842	0.999978996162	1.0	1.0	0.999999999905	0.999999999969	1.0	0.999971029931	0.999999999935	0.999906526728	0.99999976864	0.999996736122	0.998390663183	0.99973365214	0.999994077586	0.999999999687	0.999997609102	0.999999833445	0.984331237643	1.0	0.999999999996	0.996835061201	0.999999999925	0.999894285287	0.999955771825	0.999999552932	0.999373326568	0.99980687707	0.999997173421	0.999999994943	0.999980566542	0.999970418397	0.999999991572	0.999933458216	0.998604264188	0.999840819716	0.997989966038	0.934251536186	0.999199822808	0.995594650949	0.999999252948	0.999627168485	0.978429098062	0.999965709817	0.999952871015	0.999233872538	0.999995195769	0.99992881297	0.999796387845	0.999999636979	0.998585487372	0.999635207659	0.999936572558	0.995985929027	0.999999999892	0.996083956184	0.999330678616	0.999999451552	0.994626950908	0.999999035291	0.999997132337	0.99973291174	0.988787696853	0.987884303696	0.999995068259	0.986770881036	0.996021077921	0.999999999996	0.999978107249	0.0387311555915	0.00163062105416
ENSMUSG00000002014	0.999992102376	0.999959089569	0.999998567294	0.999999999881	0.999999838933	0.999999999735	0.999999999994	0.999981070513	0.999999999999	0.999999806449	1.0	0.999995395779	1.0	0.999999999976	0.999988652394	0.999999940876	1.0	0.999999722812	0.999999835776	0.999806415247	0.999426125704	0.999999974145	0.999998071774	0.999999999999	0.999337493069	0.999999597059	1.0	1.0	1.0	0.999999999905	1.0	0.999999830967	1.0	0.999999999946	0.999999793021	0.999999999923	0.999853796507	0.999958404147	0.99999999989	1.0	0.999999999985	0.99999724373	0.994719858377	1.0	0.999999999965	0.997838465235	0.999999999933	0.999992669134	0.999999032832	0.999999999702	0.999836344057	0.999991668371	0.999996353795	0.99999995332	0.999729925928	0.999999411002	0.999999996212	0.996742686512	0.999867523774	0.99998011232	0.999246853436	0.947538468774	0.999997768977	0.999585422747	0.999999992889	0.99975874607	0.993683873785	0.999999055953	0.99998963692	0.999403738287	0.999999989887	0.999999825534	0.999969180174	0.999999995322	0.999894977015	0.999807022175	0.987103463889	0.997828317065	0.999999997274	0.998612903764	0.999996133995	0.999999699287	0.999588445941	0.999999995423	0.999999898455	0.999999955675	0.998736059539	0.998094321312	0.999991818793	0.998042707456	0.999911808813	0.99999999998	0.999995757016	0.499788810777	0.0391530377356
ENSMUSG00000034959	0.999999998432	0.999914074836	0.999999865517	0.999999999186	0.999999998812	0.999999781508	0.999989675604	0.998978895073	0.999999999989	0.99999924317	1.0	0.999999421424	1.0	0.999999999987	0.999998514536	0.999999757277	1.0	0.99999661416	0.999999194448	0.991784094496	0.999803810727	0.999999931122	0.999999999669	0.999999999997	0.99999999321	0.999998750913	1.0	0.999999999973	1.0	0.999999994452	1.0	0.999999933088	0.999999999997	0.999999999652	0.99999999927	0.999999998878	0.997502392216	0.999851466255	0.999999904976	1.0	0.999999976766	0.9999386035	0.992128548004	1.0	0.999999999894	0.999795943217	0.999999999979	0.998478901232	0.999999693968	0.999999918388	0.999772746579	0.999853988108	0.999990598476	0.999999997256	0.999993174588	0.999999551184	0.999999997479	0.999476960135	0.999863184796	0.999983905495	0.999268544937	0.951500627596	0.999972709844	0.999723206168	0.999999904678	0.999893231998	0.989811103087	0.999999235302	0.999985866287	0.998698490417	0.999999469418	0.999999784988	0.999958844203	0.999999877879	0.999776204419	0.999579439111	0.990194246195	0.997142470976	0.999999992424	0.998456667136	0.999999507056	0.999991545545	0.993238550557	0.999999180818	0.999995661247	0.999997932067	0.993444680114	0.999450345087	0.999999592415	0.998904533726	0.999713486627	0.999999999993	0.999997990977	0.0822360978409	0.00399929191471
ENSMUSG00000020755	0.999961555727	0.99985933066	0.999999400892	0.999999526677	0.999995346101	0.999999999995	1.0	0.999999977549	0.999999999999	0.99999914343	1.0	0.999568106917	1.0	0.999999993837	0.999990604779	0.999999999965	1.0	0.999976467383	0.999999999975	0.999319205215	0.999857012976	0.999999339299	0.999992632622	0.999999850374	0.999934121523	0.999979024356	1.0	1.0	1.0	0.999999999997	1.0	0.999998248868	1.0	0.99999999995	0.999999892794	0.999999999563	0.99844828927	0.999835224918	0.999999999953	1.0	0.999999960771	0.999999999971	0.99554504407	1.0	0.999999999994	0.998734961395	0.999999987263	0.99999898962	0.999986245392	0.999998088103	0.999019406485	0.999994061645	0.999997829292	0.999999999967	0.999984469938	0.999935962498	0.999999999995	0.96567738357	0.999933668641	0.997098472506	0.999777775853	0.95344487848	0.999999776493	0.999739445923	0.999998635683	0.999964881851	0.988287644913	0.999999636147	0.999971540002	0.99034062211	0.999999992585	0.999999985979	0.999764542975	0.999999999982	0.999960944702	0.999980436451	0.999794209025	0.999790837341	0.999999999976	0.99699951555	0.999976213028	0.999993273258	0.999161477179	0.99999999483	0.99997382716	0.999999599275	0.988518613797	0.996039016046	0.999890202384	0.999134990991	0.999542200054	0.999999999999	0.999867940416	0.114824161197	0.0056078220093
